Education Field,Program Name,County,Municipality,Multiple Municipalities,YH Points,Provider Admin Unit,Case Number,Year,Study Weeks,Study Years
Teknik Och Tillverkning,"Cad-Konstruktör, Mechanical Designer",Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/3944,2021,80,1.54
Teknik Och Tillverkning,Cnc- Och Robottekniker,Skåne,Lund,0,425,Hermods Ab Lund,MYH 2021/2969,2021,85,1.63
Teknik Och Tillverkning,Distributionselektriker,Västerbotten,Umeå,0,200,Movant Ab,MYH 2021/3934,2021,40,0.77
Teknik Och Tillverkning,Drifttekniker - Biogas Och Vattenrening,Halland,Varberg,0,400,Campus Varberg/Varbergs Kommun,MYH 2021/3495,2021,80,1.54
Teknik Och Tillverkning,Drifttekniker Inom Energi Och Processteknik,Östergötland,Norrköping,0,415,Östsvenska Yrkeshögskolan Ab,MYH 2021/3510,2021,83,1.6
Teknik Och Tillverkning,Drifttekniker Kraft & Värme,Västernorrland,Härnösand,0,400,"Härnösands Kommun, Yrkeshögskolan",MYH 2021/4065,2021,80,1.54
Teknik Och Tillverkning,Drifttekniker/Processoperatör,Kalmar,Oskarshamn,0,400,"Oskarshamns Kommun, Nova Utbildning, Fou & Affärsutveckling",MYH 2021/4363,2021,80,1.54
Teknik Och Tillverkning,Elektronikingenjör,Södermanland,Eskilstuna,0,435,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3691,2021,87,1.67
Teknik Och Tillverkning,Elektronikingenjör Autonoma Fordon,Västra Götaland,Göteborg,0,415,"Göteborgs Stad, Yrgo",MYH 2021/3905,2021,83,1.6
Teknik Och Tillverkning,Elkraftsingenjör,Östergötland,Linköping,0,400,Lernia Utbildning Ab,MYH 2021/3529,2021,80,1.54
Teknik Och Tillverkning,Elkraftsingenjör Yh,Västerbotten,Skellefteå,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3432,2021,80,1.54
Teknik Och Tillverkning,Elnätsspecialist Inom Vindkraftteknik,Västra Götaland,Trollhättan,0,300,Yrkesakademin Yh Ab,MYH 2021/3776,2021,60,1.15
Teknik Och Tillverkning,Elteknikingenjör Med Al,Södermanland,Nyköping,0,255,Insu Ab,MYH 2021/4300,2021,51,0.98
Teknik Och Tillverkning,"Event-, Scen- Och Digital Produktionsteknik",Västra Götaland,Göteborg,0,400,Dans I Göteborg Ab,MYH 2021/3456,2021,80,1.54
Teknik Och Tillverkning,Fiber- Och Nätverkstekniker,Norrbotten,Piteå,0,230,Lernia Utbildning Ab,MYH 2021/3488,2021,46,0.88
Teknik Och Tillverkning,Flygtekniker B1.1,Västmanland,Västerås,0,420,Västerås Stad/Barn- Och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2021/4350,2021,84,1.62
Teknik Och Tillverkning,Flygtekniker Flygplan/Helikopter,Blekinge,Ronneby,0,420,Ronneby Kommun - Utbildningsförvaltningen,MYH 2021/4075,2021,84,1.62
Teknik Och Tillverkning,Industrirörtekniker,Värmland,Karlstad,0,400,"Karlstads Kommun, Yrkeshögskolan",MYH 2021/3893,2021,80,1.54
Teknik Och Tillverkning,Internationell Vindkraftstekniker,Flera Kommuner,Flera Kommuner,1,400,Lernia Utbildning Ab,MYH 2021/3540,2021,80,1.54
Teknik Och Tillverkning,Kvalificerad Bantekniker,Jönköping,Nässjö,0,230,Tcc Holding Ab,MYH 2021/4393,2021,46,0.88
Teknik Och Tillverkning,Kvalificerad Cnc-Tekniker,Kalmar,Emmaboda,0,400,Emmaboda Kommun,MYH 2021/3474,2021,80,1.54
Teknik Och Tillverkning,Kvalificerad Elfordonstekniker,Stockholm,Södertälje,0,310,"Södertälje Kommun, Campus Telge",MYH 2021/4256,2021,62,1.19
Teknik Och Tillverkning,Kyl- Och Värmepumptekniker,Skåne,Helsingborg,0,400,Personal Skills Ps Ab,MYH 2021/4433,2021,80,1.54
Teknik Och Tillverkning,Kyl- Och Värmepumptekniker,Stockholm,Stockholm,0,400,Personal Skills Ps Ab,MYH 2021/4434,2021,80,1.54
Teknik Och Tillverkning,Kyl- Och Värmepumptekniker,Södermanland,Katrineholm,0,305,Insu Ab,MYH 2021/4166,2021,61,1.17
Teknik Och Tillverkning,Logistics Planner,Kronoberg,Växjö,0,415,Nbi I Sverige Ab,MYH 2021/3903,2021,83,1.6
Teknik Och Tillverkning,Marin Serviceingenjör,Västra Götaland,Uddevalla,0,400,"Uddevalla Kommun, Vuxenutbildningen",MYH 2021/3499,2021,80,1.54
Teknik Och Tillverkning,Mathantverkare,Norrbotten,Boden,0,225,Changemaker Educations Ab,MYH 2021/4399,2021,45,0.87
Teknik Och Tillverkning,Modist,Västra Götaland,Göteborg,0,400,Stiftelsen Tillskärarakademin I Göteborg,MYH 2021/4112,2021,80,1.54
Teknik Och Tillverkning,Musikinstrumentmakare,Stockholm,Upplands Väsby,0,600,Folkuniversitetet - Musikinstrumentakademien,MYH 2021/3479,2021,120,2.31
Teknik Och Tillverkning,Möbelrestaurerare,Västra Götaland,Tibro,0,400,Tibro Hantverksakademi,MYH 2021/4045,2021,80,1.54
Teknik Och Tillverkning,Möbeltapetserare,Västra Götaland,Bengtsfors,0,400,Stiftelsen Stenebyskolan,MYH 2021/3160,2021,80,1.54
Teknik Och Tillverkning,Optimering Av Hållbara Energisystem,Stockholm,Stockholm,0,420,Nava Group Ab,MYH 2021/4392,2021,84,1.62
Teknik Och Tillverkning,Processoperatör - Drifttekniker,Norrbotten,Piteå,0,400,Creando Ab,MYH 2021/3219,2021,80,1.54
Teknik Och Tillverkning,Processoperatör Livsmedel,Västra Götaland,Göteborg,0,200,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3162,2021,40,0.77
Teknik Och Tillverkning,Processoperatör Sågverks- Och Pappersindustri,Östergötland,Linköping,0,320,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3236,2021,64,1.23
Teknik Och Tillverkning,Processtekniker - Hållbar Produktion,Flera Kommuner,Flera Kommuner,1,400,Campus Varberg/Varbergs Kommun,MYH 2021/3530,2021,80,1.54
Teknik Och Tillverkning,"Produktions-, E-Handels- Och Lagerlogistik",Jönköping,Jönköping,0,200,Tekniska Högskolan I Jönköping Ab,MYH 2021/4158,2021,40,0.77
Teknik Och Tillverkning,Produktionstekniker Och -Utvecklare Med Inriktning Hållbar Produktion,Stockholm,Södertälje,0,400,"Södertälje Kommun, Campus Telge",MYH 2021/4247,2021,80,1.54
Teknik Och Tillverkning,Produktionstekniker Smart Industri,Västra Götaland,Borås,0,400,Borås Stad - Borås Yrkeshögskola,MYH 2021/4070,2021,80,1.54
Teknik Och Tillverkning,Robot Och Automationsprogrammerare,Södermanland,Eskilstuna,0,300,Yrkesakademin Yh Ab,MYH 2021/3025,2021,60,1.15
Teknik Och Tillverkning,Robot Och Automationsprogrammerare,Västernorrland,Örnsköldsvik,0,300,Yrkesakademin Yh Ab,MYH 2021/3031,2021,60,1.15
Teknik Och Tillverkning,Robot- Och Cnc-Tekniker,Dalarna,Mora,0,200,Mora Kommun,MYH 2021/3847,2021,40,0.77
Teknik Och Tillverkning,Servicetekniker - Industri & Automation,Kronoberg,Ljungby,0,400,Idé & Resurscentrum I Ljungby Ab,MYH 2021/3501,2021,80,1.54
Teknik Och Tillverkning,"Skräddare - Herr, Dam Och Klänning",Västra Götaland,Göteborg,0,600,Stiftelsen Tillskärarakademin I Göteborg,MYH 2021/4116,2021,120,2.31
Teknik Och Tillverkning,Skräddare - Inriktning Dam Och Klänning,Stockholm,Stockholm,0,600,Stockholms Tillskärarakademi,MYH 2021/3966,2021,120,2.31
Teknik Och Tillverkning,Småskalig Affärsmässig Livsmedelsproduktion Med Fokus På Hållbarhet,Kalmar,Västervik,0,200,Hushållningssällskapet Kalmar Kronoberg Blekinge - Gamlebygymnasiet,MYH 2021/3807,2021,40,0.77
Teknik Och Tillverkning,Solenergitekniker,Västmanland,Västerås,0,300,Nercia Utbildning,MYH 2021/4176,2021,60,1.15
Teknik Och Tillverkning,"Specialist, Industriell Mätteknik",Södermanland,Eskilstuna,0,230,Kunskapscompaniet Ankaret Ab,MYH 2021/3886,2021,46,0.88
Teknik Och Tillverkning,Systemingenjör - Hållbar Och Smart Digitaliserad Industri,Kalmar,Kalmar,0,420,Industriellt Utvecklingscentrum I Kalmar Ab,MYH 2021/3473,2021,84,1.62
Teknik Och Tillverkning,Textiltekniker/Processoperatör,Västra Götaland,Borås,0,400,Stiftelsen Proteko - Nordiska Textilakademin,MYH 2021/4251,2021,80,1.54
Teknik Och Tillverkning,Träbildhuggare/Träsnidare/Trähantverkare,Västra Götaland,Tibro,0,400,Tibro Hantverksakademi,MYH 2021/4039,2021,80,1.54
Teknik Och Tillverkning,Tågtekniker,Skåne,Hässleholm,0,300,"Hässleholms Kommun, Yrkeshögskolan Syd",MYH 2021/4134,2021,60,1.15
Teknik Och Tillverkning,Underhållsingenjör,Västmanland,Arboga,0,400,"Arboga Kommun, Vuxenutbildningen",MYH 2021/3681,2021,80,1.54
Teknik Och Tillverkning,Underhållsingenjör – Smart Maintenance,Flera Kommuner,Flera Kommuner,1,400,Hermods Ab Umeå,MYH 2021/2919,2021,80,1.54
Teknik Och Tillverkning,Underhållstekniker,Stockholm,Södertälje,0,400,"Södertälje Kommun, Campus Telge",MYH 2021/4255,2021,80,1.54
Teknik Och Tillverkning,Underhållstekniker Inom Processindustrin,Dalarna,Borlänge,0,420,Borlänge Kommun,MYH 2021/3481,2021,84,1.62
Teknik Och Tillverkning,Verktygsteknik,Jönköping,Värnamo,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2021/4161,2021,80,1.54
Teknik Och Tillverkning,Vindkraftstekniker,Flera Kommuner,Flera Kommuner,1,300,Luco Kb,MYH 2021/3413,2021,60,1.15
Teknik Och Tillverkning,Vindkraftstekniker,Jönköping,Nässjö,0,300,"Nässjö Kommun, Nässjöakademin",MYH 2021/4095,2021,60,1.15
Transporttjänster,Internationell Spedition Med Inriktning Miljölogistik,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/4028,2021,80,1.54
Transporttjänster,Internationell Speditör,Stockholm,Sigtuna,0,400,"Sigtuna Kommun, Centrum För Vuxenutveckling",MYH 2021/3225,2021,80,1.54
Transporttjänster,Logistik Och Transportledning,Flera Kommuner,Flera Kommuner,1,300,"Göteborgs Stad, Yrgo",MYH 2021/4026,2021,60,1.15
Transporttjänster,Logistiker,Halland,Varberg,0,400,Campus Varberg/Varbergs Kommun,MYH 2021/3513,2021,80,1.54
Transporttjänster,Logistiker- Och Transportledare,Södermanland,Eskilstuna,0,400,Kunskapscompaniet Ankaret Ab,MYH 2021/3771,2021,80,1.54
Transporttjänster,"Logistiker, Arbetsledning Och Flerpartslogistik",Västerbotten,Skellefteå,0,430,Avt Ab,MYH 2021/3843,2021,86,1.65
Transporttjänster,Logistiksamordnare,Västernorrland,Sundsvall,0,400,"Sundsvalls Kommun, Vuxenutbildningen",MYH 2021/3457,2021,80,1.54
Transporttjänster,Lokförare,Stockholm,Stockholm,0,220,Mtr Nordic,MYH 2021/3720,2021,44,0.85
Transporttjänster,Lokförare Mjölby,Östergötland,Mjölby,0,220,Östsvenska Yrkeshögskolan Ab,MYH 2021/3764,2021,44,0.85
Transporttjänster,Lokförare Stockholm,Stockholm,Stockholm,0,220,Östsvenska Yrkeshögskolan Ab,MYH 2021/3766,2021,44,0.85
Transporttjänster,Lokförare Sundsvall,Västernorrland,Sundsvall,0,220,Östsvenska Yrkeshögskolan Ab,MYH 2021/4106,2021,44,0.85
Transporttjänster,Uas-Pilot Inom Kategorin Specifik,Skåne,Klippan,0,150,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2021/4398,2021,30,0.58
Övrigt,Lärlingsutbildning Inom Traditionellt Hantverk,Stockholm,Stockholm,0,400,Hantverksakademin I Sverige Ab,MYH 2021/3396,2021,80,1.54
Data/It,.Net Utvecklare,Gävleborg,Gävle,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2022/4476,2022,80,1.54
Data/It,Cloud & Ict Engineer,Stockholm,Stockholm,0,400,Lernia Utbildning Ab,MYH 2022/5253,2022,80,1.54
Data/It,Data Engineer,Stockholm,Stockholm,0,400,Stiftelsen Stockholms Tekniska Institut,MYH 2022/4977,2022,80,1.54
Data/It,Data Manager,Stockholm,Stockholm,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2022/5462,2022,80,1.54
Data/It,Devops Engineer,Stockholm,Stockholm,0,400,Lernia Utbildning Ab,MYH 2022/5257,2022,80,1.54
Data/It,Experience Designer,Värmland,Karlstad,0,400,Changemaker Educations Ab,MYH 2022/4945,2022,80,1.54
Data/It,"Forsbergs, Spelutvecklare – Game Programming",Stockholm,Stockholm,0,550,Forsbergs Skola,MYH 2022/5426,2022,110,2.12
Data/It,Front End Developer,Västra Götaland,Göteborg,0,400,Medieinstitutet I Sverige Ab,MYH 2022/4752,2022,80,1.54
Data/It,Frontend Developer,Västra Götaland,Göteborg,0,400,Handelsakademin I Göteborg Ab,MYH 2022/4942,2022,80,1.54
Data/It,Frontendutvecklare,Västmanland,Västerås,0,400,Ec Utbildning Ab Västerås,MYH 2022/4826,2022,80,1.54
Data/It,Fullstack Developer,Västra Götaland,Göteborg,0,400,Medieinstitutet I Sverige Ab,MYH 2022/4757,2022,80,1.54
Data/It,Fullstack-Utvecklare,Stockholm,Stockholm,0,400,Företagsuniversitetet Ab,MYH 2022/5052,2022,80,1.54
Data/It,Fullstackutvecklare Javascript,Flera Kommuner,Flera Kommuner,1,430,Chas Academy Ab,MYH 2022/5464,2022,86,1.65
Data/It,Futuregames Game Programmer,Skåne,Malmö,0,550,Changemaker Educations Ab,MYH 2022/5136,2022,110,2.12
Data/It,Futuregames Game Programmer,Stockholm,Stockholm,0,550,Changemaker Educations Ab,MYH 2022/5076,2022,110,2.12
Data/It,Game Creator Programmer,Västra Götaland,Göteborg,0,430,"Göteborgs Stad, Yrgo",MYH 2022/5182,2022,86,1.65
Data/It,It-Projektledare,Jönköping,Jönköping,0,220,Tuc Sweden Ab - Yrkeshögskola,MYH 2022/4586,2022,44,0.85
Data/It,It-Projektledare,Västra Götaland,Mölndal,0,320,Campus Mölndal,MYH 2022/4974,2022,64,1.23
Data/It,It-Säkerhetsanalytiker Soc,Flera Kommuner,Flera Kommuner,1,410,Kyh Ab,MYH 2022/4688,2022,82,1.58
Data/It,It-Säkerhetstekniker,Östergötland,Linköping,0,410,Tuc Sweden Ab - Yrkeshögskola,MYH 2022/4047,2022,82,1.58
Data/It,It-Säkerhetstestare,Stockholm,Stockholm,0,400,It-Högskolan Stockholm Ab,MYH 2022/5522,2022,80,1.54
Data/It,Javautvecklare,Jönköping,Värnamo,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2022/4996,2022,80,1.54
Data/It,Javautvecklare,Stockholm,Solna,0,400,Nackademin Ab,MYH 2022/4423,2022,80,1.54
Data/It,Javautvecklare,Västra Götaland,Göteborg,0,400,It-Högskolan Sverige Ab,MYH 2022/5446,2022,80,1.54
Data/It,Mjukvarutestare,Skåne,Malmö,0,400,Ec Utbildning Ab Malmö,MYH 2022/4533,2022,80,1.54
Data/It,Mjukvarutestare Med Testautomation,Västra Götaland,Göteborg,0,320,It-Högskolan Sverige Ab,MYH 2022/5412,2022,64,1.23
Data/It,"Mjukvaruutvecklare, Inbyggda System Och Iot",Stockholm,Solna,0,400,Nackademin Ab,MYH 2022/4575,2022,80,1.54
Data/It,Moln- Och Virtualiseringstekniker,Flera Kommuner,Flera Kommuner,1,400,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,MYH 2022/5308,2022,80,1.54
Data/It,Programmerare Iphone Och Android,Skåne,Malmö,0,280,Sveriges Yrkeshögskola Ab - Malmö Yrkeshögskola,MYH 2022/5496,2022,56,1.08
Data/It,Programutvecklare .Net,Stockholm,Solna,0,400,Nackademin Ab,MYH 2022/4435,2022,80,1.54
Data/It,Systemutvecklare .Net,Stockholm,Stockholm,0,400,Newton Kompetensutveckling Ab,MYH 2022/5125,2022,80,1.54
Data/It,Systemutvecklare C/C++,Flera Kommuner,Flera Kommuner,1,430,Chas Academy Ab,MYH 2022/5459,2022,86,1.65
Data/It,Systemutvecklare Devsecops,Flera Kommuner,Flera Kommuner,1,400,Kyh Ab,MYH 2022/4686,2022,80,1.54
Data/It,Technical Operations Specialist,Skåne,Malmö,0,300,Ec Utbildning Ab Malmö,MYH 2022/5050,2022,60,1.15
Data/It,Technical Operations Specialist,Stockholm,Stockholm,0,300,Ec Utbildning Ab Stockholm,MYH 2022/4633,2022,60,1.15
Data/It,Utvecklare Inom Ai Och Maskininlärning,Stockholm,Stockholm,0,400,It-Högskolan Stockholm Ab,MYH 2022/5516,2022,80,1.54
Data/It,Ux-Designer,Stockholm,Solna,0,400,Nackademin Ab,MYH 2022/4438,2022,80,1.54
Data/It,Ux-Designer,Västra Götaland,Göteborg,0,400,It-Högskolan Sverige Ab,MYH 2022/5377,2022,80,1.54
Data/It,Webbutvecklare .Net,Stockholm,Solna,0,400,Nackademin Ab,MYH 2022/4436,2022,80,1.54
Data/It,Webbutvecklare Inom .Net,Skåne,Helsingborg,0,400,Ec Utbildning Ab Helsingborg,MYH 2022/4541,2022,80,1.54
Data/It,Webbutvecklare Inom E-Handel,Stockholm,Stockholm,0,410,Medieinstitutet I Sverige Ab,MYH 2022/4923,2022,82,1.58
"Ekonomi, Administration Och Försäljning",Account Manager B2B,Stockholm,Stockholm,0,400,Ihm Business School Ab Stockholm,MYH 2022/4507,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Account Manager Digital Solutions,Skåne,Malmö,0,400,Ihm Business School Ab Malmö,MYH 2022/4431,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Account Manager Digital Solutions,Västra Götaland,Göteborg,0,400,Ihm Business School Ab Göteborg,MYH 2022/4501,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Account Manager It Sales,Västra Götaland,Göteborg,0,400,Sälj & Marknadshögskolan I Sverige Ab,MYH 2022/4250,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Affärsinriktad Redovisningsekonom,Jönköping,Jönköping,0,425,Plushögskolan Ab - Affärshögskolan,MYH 2022/4473,2022,85,1.63
"Ekonomi, Administration Och Försäljning",Affärsinriktad Redovisningsekonom,Västra Götaland,Göteborg,0,425,Plushögskolan Ab - Affärshögskolan,MYH 2022/4546,2022,85,1.63
"Ekonomi, Administration Och Försäljning",Affärsinriktad Redovisningsekonom,Östergötland,Linköping,0,425,Plushögskolan Ab - Affärshögskolan,MYH 2022/4429,2022,85,1.63
"Ekonomi, Administration Och Försäljning",Affärsinriktad Redovisningsekonom,Flera Kommuner,Flera Kommuner,1,425,Plushögskolan Ab - Affärshögskolan,MYH 2022/4428,2022,85,1.63
"Ekonomi, Administration Och Försäljning",B2B-Säljare,Skåne,Malmö,0,400,Grit Academy,MYH 2022/4961,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Butiksledare,Stockholm,Stockholm,0,230,Stockholm School Of Business,MYH 2022/4972,2022,46,0.88
"Ekonomi, Administration Och Försäljning",Digital Analytics Specialist,Skåne,Malmö,0,415,Ihm Business School Ab Malmö,MYH 2022/4511,2022,83,1.6
"Ekonomi, Administration Och Försäljning",Digital Analytics Specialist,Stockholm,Stockholm,0,415,Ihm Business School Ab Stockholm,MYH 2022/4437,2022,83,1.6
"Ekonomi, Administration Och Försäljning",Digital Analytics Specialist,Västra Götaland,Göteborg,0,415,Ihm Business School Ab Göteborg,MYH 2022/5041,2022,83,1.6
"Ekonomi, Administration Och Försäljning",Digital Creative,Stockholm,Stockholm,0,450,Hyper Island Program Ab - Stockholm,MYH 2022/4803,2022,90,1.73
"Ekonomi, Administration Och Försäljning",Digital Marketing Specialist,Stockholm,Stockholm,0,400,Ihm Business School Ab Stockholm,MYH 2022/4508,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marketing Specialist,Flera Kommuner,Flera Kommuner,1,400,Ihm Business School Ab Stockholm,MYH 2022/4506,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marknadsförare,Västra Götaland,Göteborg,0,400,Sälj & Marknadshögskolan I Sverige Ab,MYH 2022/4035,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marknadskommunikatör,Östergötland,Linköping,0,410,Plushögskolan Ab - Affärshögskolan Öst,MYH 2022/5189,2022,82,1.58
"Ekonomi, Administration Och Försäljning",E-Commerce Logistiker,Skåne,Malmö,0,400,Ihm Business School Ab Malmö,MYH 2022/4443,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Ekonomi- Och Redovisningskonsult,Skåne,Malmö,0,400,Ihm Business School Ab Malmö,MYH 2022/4270,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Ekonomi- Och Redovisningskonsult,Västra Götaland,Göteborg,0,400,Ihm Business School Ab Göteborg,MYH 2022/4271,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Företagssäljare B2B,Jönköping,Tranås,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2022/4470,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Försäkringsrådgivare,Skåne,Malmö,0,400,Stockholm School Of Business,MYH 2022/5112,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Försäkringsrådgivare/Skadereglerare/Riskbedömare,Stockholm,Stockholm,0,400,Företagsekonomiska Institutet 1888 Ab,MYH 2022/5486,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Green Logistics Management,Jönköping,Jönköping,0,420,Plushögskolan Ab - Teknikhögskolan,MYH 2022/4496,2022,84,1.62
"Ekonomi, Administration Och Försäljning",Hållbarhetsspecialist,Stockholm,Stockholm,0,400,Stockholms Internationella Handelsskola Ab,MYH 2022/4645,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Hållbarhetsutvecklare,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2022/5248,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Inköp & Supply Management,Skåne,Malmö,0,425,Nbi,MYH 2022/4857,2022,85,1.63
"Ekonomi, Administration Och Försäljning",International Account Manager,Västra Götaland,Göteborg,0,400,Ihm Business School Ab Göteborg,MYH 2022/4269,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Internationell Affärslogistiker - Green Management,Västra Götaland,Göteborg,0,400,Hermods Ab Göteborg,MYH 2022/4427,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Internationell Transportlogistiker,Skåne,Malmö,0,400,Hermods Ab Malmö,MYH 2022/4425,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Kommunikativ Redovisningsekonom,Stockholm,Stockholm,0,420,Näringslivsakademin,MYH 2022/5380,2022,84,1.62
"Ekonomi, Administration Och Försäljning",Kvalificerat Inköp Och Upphandling,Östergötland,Norrköping,0,400,Östsvenska Yrkeshögskolan Ab,MYH 2022/4768,2022,80,1.54
"Ekonomi, Administration Och Försäljning",Logistiker,Stockholm,Stockholm,0,415,Tuc Sweden Ab - Yrkeshögskola,MYH 2022/4527,2022,83,1.6
"Ekonomi, Administration Och Försäljning",Logistiker Med Hållbarhetskompetens,Gävleborg,Gävle,0,430,Avt Ab,MYH 2022/5172,2022,86,1.65
"Ekonomi, Administration Och Försäljning",Logistiker Med Hållbarhetskompetens,Örebro,Örebro,0,430,Avt Ab,MYH 2022/5177,2022,86,1.65
"Ekonomi, Administration Och Försäljning",Lönekonsult,Västmanland,Västerås,0,335,Västerås Stad/Barn- Och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2022/4939,2022,67,1.29
"Ekonomi, Administration Och Försäljning",Lönekonsult Med Systeminriktning,Flera Kommuner,Flera Kommuner,1,335,Montico Kompetensutveckling Ab,MYH 2022/5027,2022,67,1.29
"Ekonomi, Administration Och Försäljning",Lönespecialist,Jämtland,Östersund,0,300,Iterum Education Ab,MYH 2022/4868,2022,60,1.15
"Ekonomi, Administration Och Försäljning",Lönespecialist,Västra Götaland,Härryda,0,300,"Härryda Kommun, Yrkeshögskolan I Mölnlycke",MYH 2022/4594,2022,60,1.15
"Ekonomi, Administration Och Försäljning",Marknadskommunikatör - Digitala Medier,Flera Kommuner,Flera Kommuner,1,320,Ihm Business School Ab Malmö,MYH 2022/4345,2022,64,1.23
