Education Field,Program Name,County,Municipality,Multiple Municipalities,YH Points,Provider Admin Unit,Case Number,Year,Study Weeks,Study Years
Samhällsbyggnad Och Byggteknik,Rörnätstekniker,Västra Götaland,Borås,0,300,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5525,2020,60,1.15
Samhällsbyggnad Och Byggteknik,Samhällsbyggnad Infrastruktur,Stockholm,Solna,0,400,Nackademin Ab,MYH 2020/5222,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Solenergiprojektör,Flera Kommuner,Flera Kommuner,1,425,Kyh Ab,MYH 2020/4492,2020,85,1.63
Samhällsbyggnad Och Byggteknik,Stadsbyggnadskoordinator,Stockholm,Värmdö,0,300,"Värmdö Kommun, Komvux Värmdö",MYH 2020/5456,2020,60,1.15
Samhällsbyggnad Och Byggteknik,"Technical Artist – Arkitektur, Inredningar Och Produkter",Jönköping,Eksjö,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2020/5480,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Teknisk Förvaltare,Skåne,Malmö,0,400,Newton Kompetensutveckling Ab,MYH 2020/5157,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Träbyggnadsprojektör Hållbart Byggande,Kronoberg,Växjö,0,400,Yrkesakademin Yh Ab,MYH 2020/3900,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Trähusprojektör,Jönköping,Vetlanda,0,300,Vetlanda Kommun Vetlanda Lärcentrum,MYH 2020/5337,2020,60,1.15
Samhällsbyggnad Och Byggteknik,Underhållstekniker Infrastruktur,Dalarna,Borlänge,0,300,Yrkesakademin Yh Ab,MYH 2020/3951,2020,60,1.15
Samhällsbyggnad Och Byggteknik,Underhållstekniker Infrastruktur,Norrbotten,Luleå,0,300,Yrkesakademin Yh Ab,MYH 2020/3952,2020,60,1.15
Samhällsbyggnad Och Byggteknik,Va-Ingenjör,Stockholm,Stockholm,0,400,Hermods Ab Stockholm,MYH 2020/4534,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Va-Projektör,Flera Kommuner,Flera Kommuner,1,400,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,MYH 2020/1698,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vatten- Och Miljötekniker,Stockholm,Järfälla,0,400,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5585,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vatten- Och Miljötekniker,Västernorrland,Sundsvall,0,400,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5589,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Jönköping,Jönköping,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2020/4938,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Skåne,Helsingborg,0,400,Hermods Ab Helsingborg,MYH 2020/3998,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Stockholm,Stockholm,0,400,Hermods Ab Stockholm,MYH 2020/4568,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Västerbotten,Umeå,0,400,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,MYH 2020/5309,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Västra Götaland,Göteborg,0,400,Hermods Ab Göteborg,MYH 2020/4008,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Östergötland,Linköping,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4406,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Projektör,Stockholm,Stockholm,0,410,Stiftelsen Stockholms Tekniska Institut,MYH 2020/5422,2020,82,1.58
Säkerhetstjänster,Arbetsmiljöingenjör,Västernorrland,Sundsvall,0,400,"Sundsvalls Kommun, Vuxenutbildningen",MYH 2020/3940,2020,80,1.54
Säkerhetstjänster,Arbetsmiljöingenjör Inom Byggsektorn,Gävleborg,Gävle,0,300,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,MYH 2020/5506,2020,60,1.15
Säkerhetstjänster,Säkerhets- Och Trygghetskoordinator,Stockholm,Stockholm,0,300,Företagsuniversitetet Ab,MYH 2020/5438,2020,60,1.15
Säkerhetstjänster,Säkerhetssamordnare,Västernorrland,Sundsvall,0,300,"Sundsvalls Kommun, Vuxenutbildningen",MYH 2020/3808,2020,60,1.15
Teknik Och Tillverkning,3D-Printingspecialist,Skåne,Eslöv,0,210,"Eslövs Kommun, Yrkeshögskolan I Eslöv",MYH 2020/5358,2020,42,0.81
Teknik Och Tillverkning,3D-Tekniker,Stockholm,Botkyrka,0,400,"Botkyrka Kommun, Xenter Botkyrka",MYH 2020/4990,2020,80,1.54
Teknik Och Tillverkning,Anläggningskonstruktör Inriktning Rör/Mek,Värmland,Karlstad,0,400,"Karlstads Kommun, Yrkeshögskolan",MYH 2020/5334,2020,80,1.54
Teknik Och Tillverkning,Auktoriserad Elinstallatör,Södermanland,Nyköping,0,104,Insu Ab,MYH 2020/5252,2020,21,0.4
Teknik Och Tillverkning,Automations- Och Robotingenjör,Blekinge,Olofström,0,400,"Olofströms Kommun, Yrkeshögskolan Syd",MYH 2020/5016,2020,80,1.54
Teknik Och Tillverkning,Automations- Och Robotingenjör,Jönköping,Jönköping,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2020/5256,2020,80,1.54
Teknik Och Tillverkning,Automations- Och Robotingenjör Med Industri 4.0,Skåne,Lund,0,425,Hermods Ab Lund,MYH 2020/3931,2020,85,1.63
Teknik Och Tillverkning,Automations- Och Robotingenjör Med Industri 4.0,Västra Götaland,Göteborg,0,425,Hermods Ab Göteborg,MYH 2020/4057,2020,85,1.63
Teknik Och Tillverkning,Automations- Och Robotingenjör Med Industri 4.0,Örebro,Örebro,0,425,Hermods Ab Örebro,MYH 2020/4174,2020,85,1.63
Teknik Och Tillverkning,Automationsingenjör,Skåne,Hässleholm,0,400,"Hässleholms Kommun, Yrkeshögskolan Syd",MYH 2020/5024,2020,80,1.54
Teknik Och Tillverkning,Automationsingenjör,Östergötland,Linköping,0,415,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4318,2020,83,1.6
Teknik Och Tillverkning,Automationsingenjör Mekatronik,Flera Kommuner,Flera Kommuner,1,415,"Göteborgs Stad, Yrgo",MYH 2020/5476,2020,83,1.6
Teknik Och Tillverkning,Automationsingenjör Processindustri,Flera Kommuner,Flera Kommuner,1,400,Iris Hadar Ab,MYH 2020/5215,2020,80,1.54
Teknik Och Tillverkning,Automationsingenjör Processindustri,Stockholm,Stockholm,0,400,Iris Hadar Ab,MYH 2020/5219,2020,80,1.54
Teknik Och Tillverkning,Automationsingenjör Robotik,Västra Götaland,Göteborg,0,420,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4407,2020,84,1.62
Teknik Och Tillverkning,Bergmaterialingenjör,Norrbotten,Jokkmokk,0,400,"Lapplands Kommunalförbund, Lapplands Lärcentra",MYH 2020/4451,2020,80,1.54
Teknik Och Tillverkning,Cad-Ingenjör Processindustri,Flera Kommuner,Flera Kommuner,1,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4789,2020,80,1.54
Teknik Och Tillverkning,Cad-Konstruktör,Stockholm,Stockholm,0,400,Ec Utbildning Ab Stockholm,MYH 2020/5218,2020,80,1.54
Teknik Och Tillverkning,Cad-Konstruktör Inom Mekanik,Stockholm,Stockholm,0,425,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4319,2020,85,1.63
Teknik Och Tillverkning,Certifierad Cnc-Tekniker,Blekinge,Ronneby,0,270,Lernia Utbildning Ab,MYH 2020/5224,2020,54,1.04
Teknik Och Tillverkning,Certifierad Kyl- Och Värmepumptekniker Inriktning Energieffektivisering,Västernorrland,Härnösand,0,300,"Härnösands Kommun, Yrkeshögskolan",MYH 2020/4868,2020,60,1.15
Teknik Och Tillverkning,Certifierad Produktionstekniker,Kalmar,Västervik,0,230,Lernia Utbildning Ab,MYH 2020/5084,2020,46,0.88
Teknik Och Tillverkning,Certifierad Produktionstekniker,Västra Götaland,Trollhättan,0,230,Lernia Utbildning Ab,MYH 2020/5086,2020,46,0.88
Teknik Och Tillverkning,Certifierad Svetsare Med Kvalificerad Kompetens,Skåne,Osby,0,200,Osby Kommun - Osby Lärcenter/Vuxenutbildningen Och Ekbackeskolan,MYH 2020/5168,2020,40,0.77
Teknik Och Tillverkning,Cnc-Tekniker – Blått Certifikat Automation,Jönköping,Jönköping,0,225,Tekniska Högskolan I Jönköping Ab,MYH 2020/5204,2020,45,0.87
Teknik Och Tillverkning,Data Center Technician (Dco),Flera Kommuner,Flera Kommuner,1,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4780,2020,80,1.54
Teknik Och Tillverkning,Diagnostekniker Inom Motorbranschen,Värmland,Karlstad,0,400,"Karlstads Kommun, Yrkeshögskolan",MYH 2020/5323,2020,80,1.54
Teknik Och Tillverkning,Distributionselektriker,Skåne,Lund,0,220,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4464,2020,44,0.85
Teknik Och Tillverkning,Distributionselektriker,Västra Götaland,Göteborg,0,220,Göteborgs Tekniska College Ab,MYH 2020/5810,2020,44,0.85
Teknik Och Tillverkning,Driftingenjör Elkraft,Västernorrland,Härnösand,0,400,"Härnösands Kommun, Yrkeshögskolan",MYH 2020/4863,2020,80,1.54
Teknik Och Tillverkning,Drifttekniker Kraft- Värmeproduktion,Flera Kommuner,Flera Kommuner,1,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2020/5501,2020,80,1.54
Teknik Och Tillverkning,El- Och Automationsingenjör,Norrbotten,Luleå,0,400,"Luleå Kommun, Vuxenutbildningen",MYH 2020/4664,2020,80,1.54
Teknik Och Tillverkning,Elektroniktekniker,Jönköping,Jönköping,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2020/5209,2020,80,1.54
Teknik Och Tillverkning,Elingenjör Konstruktion,Stockholm,Solna,0,400,Nackademin Ab,MYH 2020/5286,2020,80,1.54
Teknik Och Tillverkning,Elkonstruktör,Halland,Varberg,0,400,Campus Varberg/Varbergs Kommun,MYH 2020/5320,2020,80,1.54
Teknik Och Tillverkning,Elkonstruktör,Stockholm,Botkyrka,0,315,"Botkyrka Kommun, Xenter Botkyrka",MYH 2020/4994,2020,63,1.21
Teknik Och Tillverkning,Elkonstruktör,Södermanland,Nyköping,0,315,Campus Nyköping,MYH 2020/4752,2020,63,1.21
Teknik Och Tillverkning,Elkraftingenjör,Södermanland,Nyköping,0,280,Campus Nyköping,MYH 2020/4747,2020,56,1.08
Teknik Och Tillverkning,"Elkraftingenjör- Produktion, Distribution Och Miljö",Västmanland,Arboga,0,420,"Arboga Kommun, Vuxenutbildningen",MYH 2020/4978,2020,84,1.62
Teknik Och Tillverkning,Elkraftsingenjör,Stockholm,Solna,0,400,Nackademin Ab,MYH 2020/5294,2020,80,1.54
Teknik Och Tillverkning,Elkraftsingenjör,Västmanland,Västerås,0,415,Västerås Stad/Barn- Och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2020/5537,2020,83,1.6
Teknik Och Tillverkning,Elkraftsingenjör,Gävleborg,Gävle,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4796,2020,80,1.54
Teknik Och Tillverkning,Elkraftsingenjör,Västmanland,Västerås,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4537,2020,80,1.54
Teknik Och Tillverkning,Elkraftsingenjör,Västra Götaland,Göteborg,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4809,2020,80,1.54
Teknik Och Tillverkning,Elnätsdesigner,Stockholm,Stockholm,0,400,Stiftelsen Stockholms Tekniska Institut,MYH 2020/5452,2020,80,1.54
Teknik Och Tillverkning,Elnätsprojektör,Skåne,Lund,0,245,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4531,2020,49,0.94
Teknik Och Tillverkning,Elnätsspecialist Inom Reläskydd,Västernorrland,Sundsvall,0,215,Yrkesakademin Yh Ab,MYH 2020/3939,2020,43,0.83
Teknik Och Tillverkning,Elnätsspecialist Inom Ställverk Och Transformatorteknik,Skåne,Malmö,0,225,Yrkesakademin Yh Ab,MYH 2020/3858,2020,45,0.87
Teknik Och Tillverkning,Elprojektör,Jönköping,Jönköping,0,300,Tekniska Högskolan I Jönköping Ab,MYH 2020/5431,2020,60,1.15
Teknik Och Tillverkning,Energiingenjör,Flera Kommuner,Flera Kommuner,1,400,Företagsekonomiska Institutet 1888 Ab,MYH 2020/5730,2020,80,1.54
Teknik Och Tillverkning,Energiingenjör,Stockholm,Solna,0,420,Nackademin Ab,MYH 2020/5296,2020,84,1.62
Teknik Och Tillverkning,"Energiingenjör Miljö, Klimat Och Förnybart",Skåne,Hässleholm,0,400,"Hässleholms Kommun, Yrkeshögskolan Syd",MYH 2020/5287,2020,80,1.54
Teknik Och Tillverkning,Energitekniker Specialisering Vindkraft,Halland,Varberg,0,400,Campus Varberg/Varbergs Kommun,MYH 2020/5299,2020,80,1.54
Teknik Och Tillverkning,Fibertekniker,Gävleborg,Hudiksvall,0,220,Edugrade Ab,MYH 2020/5836,2020,44,0.85
Teknik Och Tillverkning,Finsnickare Eller  Möbelrestauratör,Västra Götaland,Bengtsfors,0,400,Stiftelsen Stenebyskolan,MYH 2020/4497,2020,80,1.54
Teknik Och Tillverkning,Fordonstekniker El/It - Göteborg,Västra Götaland,Göteborg,0,400,Movant Ab,MYH 2020/4955,2020,80,1.54
Teknik Och Tillverkning,Förpackningstekniker,Skåne,Helsingborg,0,400,Prepress & Print Developing Ppd,MYH 2020/4185,2020,80,1.54
Teknik Och Tillverkning,Geometrisäkring,Västra Götaland,Göteborg,0,200,"Göteborgs Stad, Yrgo",MYH 2020/5429,2020,40,0.77
Teknik Och Tillverkning,Hydraultekniker,Västernorrland,Örnsköldsvik,0,150,"Ith, Institutet För Tillämpad Hydraulik",MYH 2020/4719,2020,30,0.58
Teknik Och Tillverkning,Hållbar Livsmedelsintraprenör,Skåne,Lund,0,250,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2020/5643,2020,50,0.96
Teknik Och Tillverkning,Hållbar Produktion - Plast Och Polymeringenjör,Jönköping,Jönköping,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2020/5199,2020,80,1.54
Teknik Och Tillverkning,Inspektions- Och Provningsingenjör,Västmanland,Västerås,0,430,Ndt Training Center Ab,MYH 2020/4801,2020,86,1.65
Teknik Och Tillverkning,Järnvägstekniker / Kvalificerad Kontaktledningstekniker,Skåne,Ängelholm,0,200,Trafikverket Trafikverksskolan,MYH 2020/4751,2020,40,0.77
Teknik Och Tillverkning,Järnvägstekniker / Kvalificerad Signaltekniker,Skåne,Ängelholm,0,200,Trafikverket Trafikverksskolan,MYH 2020/4748,2020,40,0.77
Teknik Och Tillverkning,Kvalificerad Servicetekniker Inom Lantbruk,Västra Götaland,Skara,0,250,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5269,2020,50,0.96
Teknik Och Tillverkning,Kyl- Och Värmepumpstekniker,Stockholm,Södertälje,0,350,"Södertälje Kommun, Campus Telge",MYH 2020/5639,2020,70,1.35
Teknik Och Tillverkning,Kyl- Och Värmepumpstekniker,Värmland,Arvika,0,400,Arvika Kommun,MYH 2020/5498,2020,80,1.54
Teknik Och Tillverkning,Kyl- Och Värmepumpstekniker,Örebro,Örebro,0,400,Hermods Ab Örebro,MYH 2020/4053,2020,80,1.54
Teknik Och Tillverkning,Kyl- Och Värmepumptekniker,Jönköping,Tranås,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2020/4808,2020,80,1.54
Teknik Och Tillverkning,Logistiker,Östergötland,Linköping,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2020/5195,2020,80,1.54
Teknik Och Tillverkning,Läke- Och Livsmedelstekniker,Skåne,Lund,0,400,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2020/5203,2020,80,1.54
Teknik Och Tillverkning,Läke- Och Livsmedelstekniker,Uppsala,Uppsala,0,400,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,MYH 2020/5505,2020,80,1.54
Teknik Och Tillverkning,Läkemedelstekniker,Stockholm,Stockholm,0,300,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2020/5760,2020,60,1.15
Teknik Och Tillverkning,Marintekniker,Stockholm,Nynäshamn,0,400,Campus Nynäshamn,MYH 2020/5554,2020,80,1.54
Teknik Och Tillverkning,Marintekniker,Stockholm,Värmdö,0,400,Alea Kompetenshöjning Ab,MYH 2020/5552,2020,80,1.54
Teknik Och Tillverkning,"Mathantverk; Bagare, Bär-, Frukt- Och Grönsaksförädlare, Charkuterist, Mejerist",Jämtland,Krokom,0,200,Torsta Ab,MYH 2020/4867,2020,40,0.77
Teknik Och Tillverkning,Mejeritekniker,Västra Götaland,Götene,0,300,Lernia Utbildning Ab,MYH 2020/5134,2020,60,1.15
Teknik Och Tillverkning,Möbelsnickare - Historiskt Hantverk,Västernorrland,Kramfors,0,400,"Kramfors Kommun, Yrkeshögskolan Höga Kusten",MYH 2020/5377,2020,80,1.54
Teknik Och Tillverkning,Mönsterkonstruktör,Västra Götaland,Göteborg,0,200,Stiftelsen Tillskärarakademin I Göteborg,MYH 2020/5007,2020,40,0.77
Teknik Och Tillverkning,Network Engineer - Nätverksspecialist,Flera Kommuner,Flera Kommuner,1,415,Edugrade Ab,MYH 2020/5840,2020,83,1.6
Teknik Och Tillverkning,Operativ Produktionstekniker,Flera Kommuner,Flera Kommuner,1,300,Lidköpings Kommun Campus Lidköping,MYH 2020/4773,2020,60,1.15
Teknik Och Tillverkning,Process- Och Automationsingenjör,Flera Kommuner,Flera Kommuner,1,400,Tekniska Högskolan I Jönköping Ab,MYH 2020/5258,2020,80,1.54
Teknik Och Tillverkning,Processoperatör Livsmedel,Halland,Halmstad,0,200,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4405,2020,40,0.77
Teknik Och Tillverkning,Processoperatör Livsmedel,Stockholm,Stockholm,0,200,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4401,2020,40,0.77
Teknik Och Tillverkning,Processtekniker - Smart Industri,Blekinge,Olofström,0,400,"Olofströms Kommun, Yrkeshögskolan Syd",MYH 2020/4743,2020,80,1.54
Teknik Och Tillverkning,"Production Planner, Change & Sustainability",Kronoberg,Ljungby,0,400,Centrum För Informationslogistik I Ljungby Ab,MYH 2020/5519,2020,80,1.54
Teknik Och Tillverkning,Produktionslogistik,Västra Götaland,Göteborg,0,210,Göteborgs Tekniska College Ab,MYH 2020/5590,2020,42,0.81
Teknik Och Tillverkning,Produktionstekniker,Flera Kommuner,Flera Kommuner,1,390,Köpings Kommun,MYH 2020/4683,2020,78,1.5
Teknik Och Tillverkning,"Produktionstekniker, Inriktning Ständiga Förbättringar/Lean Production",Skåne,Eslöv,0,210,"Eslövs Kommun, Yrkeshögskolan I Eslöv",MYH 2020/5361,2020,42,0.81
Teknik Och Tillverkning,Produktionsutveckling,Flera Kommuner,Flera Kommuner,1,300,Tekniska Högskolan I Jönköping Ab,MYH 2020/5117,2020,60,1.15
Teknik Och Tillverkning,Produktionsutveckling,Västra Götaland,Göteborg,0,400,Göteborgs Tekniska College Ab,MYH 2020/5524,2020,80,1.54
Teknik Och Tillverkning,Produktionsutveckling Industri 4.0,Flera Kommuner,Flera Kommuner,1,325,Yrkesakademin Yh Ab,MYH 2020/4714,2020,65,1.25
Teknik Och Tillverkning,Projektledare Elinstallation,Stockholm,Stockholm,0,235,Stiftelsen Stockholms Tekniska Institut,MYH 2020/5546,2020,47,0.9
Teknik Och Tillverkning,Projektledare Elkraft Distans,Örebro,Askersund,0,215,Åsbro Kursgård Ab,MYH 2020/5008,2020,43,0.83
Teknik Och Tillverkning,Projektledare Elteknik,Södermanland,Nyköping,0,280,Campus Nyköping,MYH 2020/4787,2020,56,1.08
Teknik Och Tillverkning,"Provtekniker, Maskinutveckling",Västernorrland,Örnsköldsvik,0,200,"Ith, Institutet För Tillämpad Hydraulik",MYH 2020/4816,2020,40,0.77
Teknik Och Tillverkning,Reläskyddsspecialist,Västra Götaland,Göteborg,0,215,Lernia Utbildning Ab,MYH 2020/5136,2020,43,0.83
Teknik Och Tillverkning,Rörtekniker Med Svetscertifikat,Östergötland,Norrköping,0,400,Östsvenska Yrkeshögskolan Ab,MYH 2020/5077,2020,80,1.54
Teknik Och Tillverkning,Servicetekniker Elkraft,Örebro,Askersund,0,335,Åsbro Kursgård Ab,MYH 2020/5018,2020,67,1.29
Teknik Och Tillverkning,Solenergitekniker,Skåne,Malmö,0,220,Nercia Utbildning,MYH 2020/5319,2020,44,0.85
Teknik Och Tillverkning,Specialiserad Möbelsnickare Med Inriktning Mot Gesäll,Västernorrland,Kramfors,0,200,"Kramfors Kommun, Yrkeshögskolan Höga Kusten",MYH 2020/5380,2020,40,0.77
Teknik Och Tillverkning,Svetsansvarig Iws Och Svetsinspektör Iwi-S,Jönköping,Jönköping,0,225,Tekniska Högskolan I Jönköping Ab,MYH 2020/5212,2020,45,0.87
Teknik Och Tillverkning,Systemtekniker Spårfordon,Västmanland,Västerås,0,400,Västerås Stad/Barn- Och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2020/5854,2020,80,1.54
Teknik Och Tillverkning,Tekniker - Robot Och Automatiserad Logistik,Stockholm,Järfälla,0,430,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5430,2020,86,1.65
Teknik Och Tillverkning,Tekniker Spårbundna Fordon (Säkerhetscertifierad),Västra Götaland,Falköping,0,300,"Falköpings Kommun, Lärcenter",MYH 2020/4421,2020,60,1.15
Teknik Och Tillverkning,Tekniker Tunga Maskiner Och Fordon,Norrbotten,Gällivare,0,300,Yrkesakademin Yh Ab,MYH 2020/3811,2020,60,1.15
Teknik Och Tillverkning,Tekniker Tunga Maskiner Och Fordon,Västra Götaland,Göteborg,0,300,Yrkesakademin Yh Ab,MYH 2020/3810,2020,60,1.15
Teknik Och Tillverkning,Tillämpad Elektronik För Inbyggda System,Västmanland,Surahammar,0,220,Agstu Ab,MYH 2020/4713,2020,44,0.85
Teknik Och Tillverkning,Tågtekniker,Stockholm,Stockholm,0,300,Mtr Nordic,MYH 2020/5403,2020,60,1.15
Teknik Och Tillverkning,Underhållstekniker,Östergötland,Linköping,0,380,Tuc Sweden Ab - Yrkeshögskola,MYH 2020/5416,2020,76,1.46
Teknik Och Tillverkning,Underhållstekniker Inom Automatiserad Tillverkningsindustri,Flera Kommuner,Flera Kommuner,1,315,Gislaveds Kommun Vuxenutbildningen /Hph,MYH 2020/5347,2020,63,1.21
Teknik Och Tillverkning,Underhållstekniker/ Automationstekniker,Stockholm,Nynäshamn,0,425,Campus Nynäshamn,MYH 2020/5057,2020,85,1.63
Teknik Och Tillverkning,Vattenkrafttekniker,Norrbotten,Jokkmokk,0,400,"Lapplands Kommunalförbund, Lapplands Lärcentra",MYH 2020/4388,2020,80,1.54
Teknik Och Tillverkning,Ventilationsingenjör,Dalarna,Borlänge,0,400,Lernia Utbildning Ab,MYH 2020/5161,2020,80,1.54
Teknik Och Tillverkning,Ventilationsingenjör,Kalmar,Kalmar,0,400,Lernia Utbildning Ab,MYH 2020/5164,2020,80,1.54
Teknik Och Tillverkning,Ventilationsingenjör,Norrbotten,Piteå,0,400,Lernia Utbildning Ab,MYH 2020/5169,2020,80,1.54
Teknik Och Tillverkning,Verksamhetsutvecklare,Stockholm,Södertälje,0,305,"Södertälje Kommun, Campus Telge",MYH 2020/5624,2020,61,1.17
Teknik Och Tillverkning,Ytbehandlingsspecialist,Västra Götaland,Trollhättan,0,215,Yrkesakademin Yh Ab,MYH 2020/3865,2020,43,0.83
Transporttjänster,Helikopterpilotutbildning,Västra Götaland,Göteborg,0,480,Svensk Pilotutbildning Ab,MYH 2020/5558,2020,96,1.85
Transporttjänster,Affärsinriktad Speditör Med Inriktning Lönsamma Och Hållbara Logistiklösningar,Flera Kommuner,Flera Kommuner,1,400,"Göteborgs Stad, Yrgo",MYH 2020/5437,2020,80,1.54
Transporttjänster,"Fartygs- Och Maskinbefäl 8, Skärgårdsentreprenör",Västra Götaland,Göteborg,0,210,Sjösportskolan Swedish Maritime Academy Ab,MYH 2020/5581,2020,42,0.81
Transporttjänster,Integrerad Trafikflygarutbildning,Skåne,Klippan,0,500,Lunds Universitet Trafikflyghögskolan,MYH 2020/5035,2020,100,1.92
Transporttjänster,Integrerad Trafikflygarutbildning,Västmanland,Västerås,0,505,Osm Aviation Academy Ab,MYH 2020/5056,2020,101,1.94
Transporttjänster,Internationell Affärslogistiker Inriktning Hållbarhet Och Digitalisering,Skåne,Helsingborg,0,425,Hermods Ab Helsingborg,MYH 2020/3789,2020,85,1.63
Transporttjänster,Kommersiell Drönaroperatör,Skåne,Klippan,0,250,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2020/5490,2020,50,0.96
Transporttjänster,"Logistiker, Arbetsledning Och Flerpartslogistik",Örebro,Örebro,0,430,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5428,2020,86,1.65
Transporttjänster,Logistiker/Speditör Med Hållbarhetsprofil,Skåne,Malmö,0,400,Stockholms Internationella Handelsskola I Malmö Ab,MYH 2020/4745,2020,80,1.54
Transporttjänster,Logistiker/Speditör Med Hållbarhetsprofil,Stockholm,Stockholm,0,400,Stockholms Internationella Handelsskola Ab,MYH 2020/4724,2020,80,1.54
Transporttjänster,Logistiker/Speditör Med Hållbarhetsprofil,Stockholm,Stockholm,0,400,Stockholms Internationella Handelsskola Ab,MYH 2020/4725,2020,80,1.54
Transporttjänster,Lokförare,Jönköping,Nässjö,0,220,"Nässjö Kommun, Nässjöakademin",MYH 2020/5548,2020,44,0.85
Transporttjänster,Lokförare,Norrbotten,Boden,0,220,"Bodens Kommun, Vuxenutbildningen",MYH 2020/5228,2020,44,0.85
Transporttjänster,Lokförare,Stockholm,Stockholm,0,220,Mtr Nordic,MYH 2020/5412,2020,44,0.85
Transporttjänster,Lokförare,Västra Götaland,Göteborg,0,220,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5232,2020,44,0.85
Transporttjänster,Lokförare,Örebro,Hallsberg,0,220,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5261,2020,44,0.85
Transporttjänster,"Skärgårdskapten, Härnösand",Västernorrland,Härnösand,0,400,Klart Skepp Marinteknik Ab,MYH 2020/5618,2020,80,1.54
Transporttjänster,"Skärgårdskapten, Stocksund",Stockholm,Danderyd,0,400,Klart Skepp Marinteknik Ab,MYH 2020/5628,2020,80,1.54
Transporttjänster,Transportledare - Grön Logistik,Västra Götaland,Uddevalla,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/4458,2020,80,1.54
Övrigt,Hantverkslärling,Dalarna,Leksand,0,500,Stiftelsen Hantverk & Utbildning,MYH 2020/3475,2020,100,1.92
Data/It,.Net Developer,Stockholm,Nacka,0,430,Kyh Ab Stockholm,MYH 2021/3639,2021,86,1.65
Data/It,.Net-Utvecklare,Stockholm,Stockholm,0,400,It-Högskolan Stockholm Ab,MYH 2021/3446,2021,80,1.54
Data/It,Advanced Software Developer Electrical & Autonomous Vehicles,Västra Götaland,Trollhättan,0,400,Yrkesakademin Yh Ab,MYH 2021/3002,2021,80,1.54
Data/It,Ai Business Consultant,Stockholm,Stockholm,0,400,Hyper Island Program Ab - Stockholm,MYH 2021/3595,2021,80,1.54
Data/It,Ai Developer,Stockholm,Stockholm,0,400,Jensen Education School Ab,MYH 2021/4142,2021,80,1.54
